job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
86.0,0,1,3.136,0.0,369,0,inst_6,-0.79,1.06,0.36,0.31,0,1,-0.1,-1.16,-0.98,,2.03,1.54,-2.19,-7.867839999999998,0,0,0,-0.6,1,1,0.94,0,0.05
93.0,0,0,3.602,0.0,168,0,inst_7,1.29,1.85,1.25,-1.66,1,1,-2.53,0.39,-0.68,,0.74,2.81,0.67,1.4133400000000005,1,1,1,-1.67,1,0,-2.03,0,-0.47
111.0,0,2,3.199,0.0,8,0,inst_6,0.01,0.34,1.47,1.19,0,1,-0.03,1.19,-0.61,,-2.71,0.45,0.28,-0.10427999999999993,0,1,1,-0.52,1,1,0.36,0,-0.37
77.0,0,1,3.619,0.0,326,0,inst_9,0.97,-0.47,-0.68,-0.59,0,0,-1.84,-1.51,-0.07,,-0.92,-0.83,-0.64,-3.31616,0,0,0,-1.48,0,0,-1.72,1,0.15
91.0,0,1,3.1,0.0,266,0,inst_5,0.16,-0.65,-0.8,0.61,0,0,-0.57,0.29,1.25,1.0,-0.95,0.19,-1.42,-5.402,0,0,1,0.63,1,0,-0.17,1,-0.56
88.0,0,0,2.628,0.0,390,0,inst_7,0.1,0.74,0.75,1.35,1,0,-2.08,0.37,-0.3,,0.76,0.45,-0.66,-2.7344800000000005,1,1,0,1.95,0,1,1.35,0,0.26
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
113.0,0,0,3.4960000000000004,0.0,42,0,,-0.29,1.31,0.25,-1.41,1,0,-1.24,-0.27,0.77,,0.4,-0.77,0.64,1.2374399999999999,1,0,1,1.56,1,0,-1.49,1,0.7
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
95.0,0,2,3.301,1.0,31,0,inst_6,-0.61,0.23,0.14,-0.02,0,0,2.38,-1.73,0.54,1.0,0.87,-0.79,2.66,7.780660000000001,0,0,0,-0.09,0,1,1.89,1,-0.48
91.0,0,1,2.673,,97,0,,-0.45,0.69,-0.19,1.31,0,0,2.39,-0.98,-1.48,,0.63,-0.18,-1.02,-3.72646,1,1,1,0.02,0,1,-0.01,0,1.01
96.0,0,4,3.383,0.0,57,0,inst_7,0.38,-0.51,0.04,0.07,0,1,-0.79,-0.71,0.62,,-1.47,-0.58,0.52,0.7591600000000001,0,1,0,0.31,0,0,0.27,0,0.67
90.0,0,0,3.491,0.0,307,0,inst_6,2.02,0.81,0.46,0.11,0,1,0.17,1.21,-1.95,1.0,1.03,0.33,-0.04,-1.13964,1,1,0,-0.37,1,0,-0.01,0,-1.09
82.0,0,1,3.719,0.0,320,0,inst_2,0.62,0.73,0.88,-0.2,1,0,-0.13,-0.05,2.17,0.0,0.2,-0.8,-0.65,-3.41735,0,1,0,1.69,0,0,-1.99,0,0.0
97.0,0,6,1.269,1.0,237,0,inst_4,-0.69,-0.27,-0.4,-0.16,0,1,-1.75,-0.73,-0.9,0.0,0.55,-0.04,-0.2,-1.2538,1,1,0,-0.51,0,0,-0.99,1,-0.66
90.0,0,0,3.128,0.0,91,0,inst_5,0.19,-0.7,0.93,-0.36,0,1,-0.91,1.53,-0.32,,-0.06,-0.88,-1.63,-6.0986400000000005,1,1,1,0.82,1,0,-1.03,1,-1.66
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
100.0,0,2,2.915,,22,0,inst_4,-1.28,-0.26,0.2,0.2,1,1,-0.46,-1.21,-0.8,0.0,0.07,1.41,1.37,2.9935500000000004,1,1,0,1.57,0,0,-0.96,1,1.26
80.0,0,1,3.677,,379,0,inst_2,0.08,-1.41,1.1,-1.5,1,1,-2.14,-0.54,-1.66,0.0,-0.2,-0.33,-0.07,-1.25739,1,1,1,-0.72,1,0,-1.19,0,-0.66
85.0,0,1,2.2430000000000003,0.0,140,0,inst_1,0.08,-0.46,0.41,2.25,0,0,-0.95,-0.25,-0.68,0.0,0.86,-0.38,0.53,0.18879,0,1,0,-2.28,1,0,-0.07,0,-1.27
92.0,0,0,3.664,0.0,171,0,,-0.24,0.93,0.27,-0.76,1,0,0.5,1.78,0.86,,-0.59,-0.06,1.02,2.73728,1,1,0,-1.65,1,0,0.25,1,-0.62
100.0,0,0,3.141,0.0,154,0,inst_7,-0.21,-0.07,1.16,-1.81,0,0,-0.87,-0.49,-0.41,,-0.45,-0.81,-0.55,-2.72755,0,0,0,0.99,1,1,0.71,1,-4.2
100.0,0,1,3.059,0.0,21,1,inst_2,-0.09,1.12,-1.3,-0.24,0,0,-0.97,0.7,0.08,1.0,0.49,-0.23,0.34,0.04006000000000021,0,1,1,-0.89,1,1,-1.82,1,1.87
105.0,0,2,3.317,,197,0,inst_3,1.89,0.72,-0.04,1.42,0,0,-0.81,-0.2,0.71,,0.84,0.03,1.2,2.9804,0,0,1,-0.25,0,0,0.79,1,-1.84
102.0,0,1,3.602,0.0,163,0,inst_5,1.68,-0.94,-0.42,-0.23,1,0,-0.35,0.45,-0.53,,1.34,-1.83,0.11,-0.60378,1,1,1,0.43,1,1,-0.47,0,0.55
82.0,0,1,3.535,1.0,37,0,inst_3,0.45,-1.35,-0.71,0.63,0,1,0.75,0.87,-1.83,,0.09,0.06,-0.9,-4.1815,1,1,1,1.09,0,1,-1.29,1,0.61
100.0,0,3,2.8960000000000004,0.0,337,0,inst_7,-0.37,-0.4,0.46,-0.92,0,0,0.81,-1.14,-1.87,0.0,1.72,0.8,0.7,1.0271999999999997,0,0,0,0.37,0,0,-1.29,0,-0.26
101.0,0,1,3.264,0.0,409,0,inst_9,-0.14,0.02,-1.74,0.03,1,1,1.28,0.97,-0.77,,-0.54,0.91,-1.56,-6.09184,0,0,1,-1.26,1,1,-0.21,1,-0.43
76.0,0,1,3.694,0.0,43,0,inst_7,-0.7,1.32,-0.58,-1.64,1,0,0.46,-2.29,0.22,,1.09,0.17,-0.19,-1.70186,1,0,0,2.73,1,1,0.66,0,-0.37
103.0,0,3,1.328,0.0,365,0,inst_6,0.67,-1.75,-1.36,1.15,0,0,-2.36,0.4,-1.73,0.0,0.42,0.08,0.73,-0.030559999999999917,1,1,0,-0.02,1,0,0.16,0,-0.24
116.0,0,2,3.364,0.0,328,0,inst_4,0.01,1.02,0.22,0.1,1,0,0.36,0.49,0.78,1.0,0.81,-0.83,-0.09,-1.30276,0,1,0,-0.75,0,0,0.53,1,1.07
85.0,0,2,3.394,0.0,56,0,inst_2,0.69,0.24,-0.55,1.65,1,1,-1.21,-1.34,0.26,1.0,-0.33,-0.59,-0.14,-1.47516,0,0,0,0.62,1,0,1.32,1,1.88
109.0,0,0,3.644,0.0,225,0,inst_4,1.74,-0.19,0.07,-1.57,0,0,-0.46,1.99,0.88,0.0,0.83,-0.98,-0.71,-3.58724,1,0,1,0.15,0,1,-0.92,0,1.38
96.0,0,1,3.699,0.0,219,0,inst_3,-1.15,-0.8,-1.51,1.56,0,1,0.8,1.52,-1.45,,-0.74,-0.98,0.77,1.84823,1,0,1,-0.12,1,1,-1.77,1,0.23
82.0,0,1,3.702,0.0,269,0,inst_6,-0.18,1.25,-1.62,1.85,0,0,1.71,0.95,0.47,,-1.38,0.67,0.18,-0.33364000000000005,1,1,0,1.05,1,1,-0.63,1,-0.22
93.0,0,0,3.542,1.0,194,0,inst_6,-1.12,0.84,-1.0,0.08,1,0,-0.27,0.58,0.23,,-1.85,0.27,0.48,0.7001599999999999,0,0,0,1.94,0,1,1.35,1,-0.55
107.0,0,1,3.133,,166,0,inst_3,-0.43,0.28,-0.89,0.17,1,1,-1.95,0.6,-0.87,,0.33,-1.18,0.01,-0.96867,0,0,1,1.16,1,0,1.75,1,1.2
76.0,0,1,3.694,0.0,43,0,inst_7,-0.7,1.32,-0.58,-1.64,1,0,0.46,-2.29,0.22,,1.09,0.17,-0.19,-1.70186,1,0,0,2.73,1,1,0.66,0,-0.37
86.0,0,4,3.4130000000000003,0.0,32,0,inst_7,0.48,0.41,-0.83,-1.81,1,0,-1.49,0.42,-0.82,,0.91,0.9,-0.54,-2.84302,1,0,0,0.14,0,1,1.24,1,0.5
113.0,0,1,3.742,0.0,97,0,inst_3,-0.13,-0.83,0.93,1.39,0,1,-0.43,0.38,1.36,,0.98,1.35,0.96,2.59232,1,1,1,-0.32,0,1,-2.22,0,-0.63
92.0,0,1,3.671,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
86.0,0,0,3.67,0.0,166,0,inst_4,1.25,0.87,0.49,0.27,0,1,0.78,0.48,-2.31,,-1.77,0.05,0.3,0.10099999999999998,1,1,1,2.16,0,0,-0.18,0,-1.87
108.0,0,2,3.133,0.0,31,0,inst_6,1.02,-0.45,-0.08,-0.61,1,0,0.89,-1.6,-1.41,,-1.1,-1.13,0.58,0.81714,0,0,1,0.04,1,1,1.15,0,-1.33
108.0,0,1,3.219,0.0,113,0,inst_4,2.21,0.46,0.28,0.08,0,1,0.58,0.78,-1.3,,-0.28,1.22,-0.69,-3.22111,1,0,0,0.39,0,1,-0.1,0,1.96
100.0,0,2,2.481,0.0,218,0,inst_5,0.93,-0.67,-1.49,0.79,1,0,-1.28,0.62,-0.63,,0.8,-1.15,-0.74,-2.8359400000000003,1,0,1,-1.05,0,0,-0.02,1,-1.1
86.0,0,0,2.39,1.0,73,0,inst_2,-1.14,-1.65,1.95,-0.18,0,1,-1.77,-0.64,-2.05,0.0,-0.46,0.02,1.48,2.5372000000000003,0,1,1,1.21,1,0,0.08,0,-1.73
98.0,0,0,3.089,0.0,55,0,inst_2,1.7,-0.09,-1.03,-0.32,1,0,-1.93,2.5,-0.14,,0.08,-0.59,-0.06,-1.18534,0,1,1,0.14,0,0,-0.91,1,0.44
101.0,0,1,3.196,,92,0,inst_4,2.04,-1.07,-1.61,-0.59,0,1,-1.13,0.37,0.91,1.0,-0.93,1.35,0.85,1.7166,1,0,1,-0.56,1,0,-1.91,0,0.64
82.0,0,5,3.307,1.0,249,0,inst_6,-0.23,-0.34,0.15,-0.12,0,0,-0.49,-0.08,-0.47,,0.3,0.57,-0.46,-2.52122,0,1,1,-0.11,1,0,-0.79,1,-0.06
85.0,0,1,2.761,0.0,196,0,inst_6,-0.08,1.11,-1.17,0.14,0,1,0.33,0.83,0.03,1.0,-1.07,1.03,-0.02,-1.05522,1,1,1,0.35,0,1,-0.75,0,0.09
109.0,0,2,3.379,1.0,231,0,inst_8,-0.4,-1.51,-0.83,0.89,1,1,0.11,-0.39,-0.95,,0.98,0.17,-0.14,-1.47306,0,1,0,0.16,1,1,-0.4,0,-1.76
89.0,0,2,3.5810000000000004,1.0,137,1,inst_3,0.09,-0.7,0.39,0.28,1,1,0.82,0.81,-1.15,,0.83,-2.59,2.56,8.16736,1,0,0,-1.26,0,0,3.28,0,-1.88
95.0,0,2,2.937,0.0,197,0,inst_6,1.04,2.21,-1.35,0.12,1,1,1.5,-1.19,-1.59,,-0.46,-0.74,-0.6,-2.7622,0,1,0,-1.89,0,1,0.26,0,-0.01
109.0,0,2,2.958,0.0,182,0,inst_7,0.21,-0.42,1.8,-0.68,0,1,0.07,0.98,-2.64,,0.75,-0.41,-0.02,-1.05916,0,1,1,-0.73,0,1,0.14,0,1.39
95.0,0,5,2.925,1.0,321,0,inst_3,0.74,-0.35,1.24,0.71,1,0,0.92,-0.46,1.64,0.0,-0.48,-0.53,-1.26,-4.685499999999998,0,1,0,-0.38,0,1,-2.09,0,0.28
79.0,0,1,,,8,0,inst_5,0.36,1.23,2.24,0.39,1,0,-3.58,4.2,-0.53,1.0,-0.34,-1.16,-1.48,-5.921,0,1,1,-1.26,1,1,-1.15,0,1.1
115.0,0,0,3.3280000000000003,1.0,197,0,,0.68,0.67,0.33,1.14,1,1,0.68,1.93,0.39,,0.54,-1.86,-0.17,-1.56576,0,0,1,1.68,0,1,-0.63,1,0.68
108.0,0,0,3.637,1.0,392,0,inst_4,0.21,0.27,0.03,0.48,1,1,-2.13,-0.31,0.78,,-1.01,1.78,-2.25,-9.18325,0,1,0,-0.36,1,1,0.05,1,-0.14
101.0,0,1,3.196,,92,0,inst_4,2.04,-1.07,-1.61,-0.59,0,1,-1.13,0.37,0.91,1.0,-0.93,1.35,0.85,1.7166,1,0,1,-0.56,1,0,-1.91,0,0.64
79.0,0,0,3.253,0.0,403,0,inst_5,-1.65,-0.09,1.54,-1.09,1,0,-1.07,-0.7,-0.47,1.0,0.46,-0.4,1.25,3.06625,1,0,0,1.89,1,0,-1.65,1,-2.03
113.0,0,0,2.7960000000000003,1.0,432,0,inst_5,-1.29,0.35,0.36,0.57,1,0,1.49,-0.2,-0.87,,-0.01,-0.31,0.62,0.73352,0,1,0,-1.87,1,0,-0.47,1,-0.36
115.0,0,2,3.5660000000000003,1.0,302,0,inst_9,-1.35,0.23,-1.83,-0.89,1,1,0.66,0.11,0.23,,1.65,-0.24,0.33,0.17677999999999994,1,1,0,0.65,1,1,0.34,0,-1.59
92.0,0,0,3.664,0.0,171,0,,-0.24,0.93,0.27,-0.76,1,0,0.5,1.78,0.86,,-0.59,-0.06,1.02,2.73728,1,1,0,-1.65,1,0,0.25,1,-0.62
94.0,0,1,3.367,0.0,63,0,inst_2,-0.82,0.89,0.19,0.63,1,0,0.6,0.38,-0.19,,-0.19,0.42,0.12,-0.59596,1,1,1,-1.07,0,1,-1.29,0,-0.03
89.0,0,0,2.7060000000000004,0.0,81,0,inst_4,-0.03,-0.57,1.37,-0.09,0,1,0.29,2.37,0.34,0.0,-0.05,0.8,1.06,1.86836,1,1,0,-0.5,0,0,-0.31,1,0.46
74.0,0,0,3.494,0.0,81,0,inst_6,-0.23,-0.39,-2.31,-0.42,0,1,-0.68,0.5,-0.48,1.0,0.13,-0.28,1.4,3.8916,1,1,1,-1.03,1,1,-0.8,0,0.7
93.0,0,0,2.932,0.0,315,0,inst_3,-1.56,-0.5,0.02,-0.13,1,0,0.8,0.46,0.7,0.0,0.2,0.62,-1.85,-6.4242,0,1,0,0.69,0,1,0.12,1,0.75
88.0,0,0,3.055,0.0,106,0,inst_6,-0.37,-0.55,1.02,-1.9,1,1,0.18,0.38,-0.27,,0.56,-1.63,0.28,-0.14459999999999984,1,0,1,0.15,0,1,1.94,1,0.25
80.0,0,2,2.987,0.0,146,0,inst_5,0.9,-0.6,1.33,0.7,0,0,2.05,-1.1,1.4,,1.69,1.28,0.6,0.7922,0,1,0,2.38,1,1,-1.36,0,0.11
102.0,0,1,3.125,0.0,159,0,inst_5,0.23,-0.73,1.71,-0.32,1,1,0.15,-1.3,0.57,0.0,0.11,0.0,1.62,4.0625,0,0,1,2.2,0,1,1.14,1,1.08
104.0,0,0,2.654,1.0,356,0,inst_6,-0.68,1.79,-0.74,-0.74,1,0,0.01,-1.24,1.33,0.0,1.12,-0.22,-0.38,-2.00852,1,0,0,0.66,0,0,-0.99,1,-1.05
86.0,0,4,3.4130000000000003,0.0,32,0,inst_7,0.48,0.41,-0.83,-1.81,1,0,-1.49,0.42,-0.82,,0.91,0.9,-0.54,-2.84302,1,0,0,0.14,0,1,1.24,1,0.5
92.0,0,0,2.922,0.0,2,0,inst_3,-0.95,-1.0,0.11,0.14,1,0,-0.68,-0.24,-0.4,0.0,0.51,0.14,-2.73,-8.977060000000002,0,1,0,0.51,0,1,0.43,0,-1.27
69.0,0,2,3.035,0.0,44,0,inst_5,0.17,0.72,-0.53,0.55,0,0,-1.15,-0.91,1.25,,-0.7,-0.31,0.91,1.7618500000000004,1,0,0,0.66,1,1,0.64,0,1.46
99.0,0,1,3.059,0.0,6,0,inst_3,-1.15,0.47,1.2,-0.78,1,0,-0.59,0.0,0.12,,0.03,-1.2,1.25,2.8237500000000004,1,0,0,-1.18,1,0,-1.78,1,-2.47
113.0,0,0,3.482,0.0,334,0,inst_7,0.5,0.72,0.61,0.09,0,1,-0.41,-1.78,-0.0,,0.02,0.74,-1.88,-7.54616,0,1,0,1.47,0,0,0.74,1,-0.66
99.0,0,3,3.638,0.0,140,0,inst_5,-0.37,-0.28,-1.73,-1.45,0,0,0.94,-0.33,-1.42,0.0,0.47,-0.59,-1.19,-5.329219999999999,1,0,1,-0.65,1,0,1.38,1,-1.22
99.0,0,1,3.408,0.0,300,0,inst_5,-1.91,-0.55,0.61,-0.33,1,0,-0.29,0.28,-0.57,,-0.68,-1.68,-0.59,-3.01072,0,0,0,1.23,1,1,0.41,0,-0.17
105.0,0,3,2.78,0.0,340,0,inst_6,-0.32,0.02,0.94,0.83,1,1,0.95,1.65,1.05,,0.28,-0.38,0.6,0.6679999999999999,0,1,0,0.37,1,1,1.97,1,-1.01
95.0,0,3,2.165,0.0,279,0,inst_3,0.34,-0.23,-0.91,0.55,0,0,-0.6,0.96,-0.04,1.0,0.44,-0.42,-1.78,-4.8537,0,0,0,0.61,0,1,-0.08,0,0.51
103.0,0,0,3.495,0.0,180,0,inst_2,1.59,2.18,-1.81,1.81,0,1,-1.06,0.1,1.15,0.0,-0.49,-0.83,1.21,3.22895,1,0,1,-0.56,0,1,0.64,0,0.95
93.0,0,1,3.865,0.0,271,0,inst_6,0.82,-0.92,1.41,0.74,0,0,0.16,-0.59,-0.39,,-0.59,-0.12,-0.27,-2.04355,1,0,0,-2.1,1,0,-1.04,0,-0.92
93.0,0,1,3.647,0.0,345,0,inst_2,-0.01,1.75,-0.24,0.19,0,1,-0.57,-0.28,0.57,0.0,-0.31,0.92,-0.34,-2.23998,1,0,0,1.24,1,0,1.55,1,0.67
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
85.0,0,1,2.2430000000000003,0.0,140,0,inst_1,0.08,-0.46,0.41,2.25,0,0,-0.95,-0.25,-0.68,0.0,0.86,-0.38,0.53,0.18879,0,1,0,-2.28,1,0,-0.07,0,-1.27
98.0,0,1,3.507,0.0,244,0,inst_4,-0.49,0.56,-0.23,1.42,0,0,-2.13,1.11,0.21,,0.2,0.65,1.28,3.4889600000000005,0,1,1,1.4,0,0,2.09,0,-0.66
112.0,0,3,3.147,0.0,400,0,inst_6,1.06,-0.47,-0.04,0.27,1,1,-0.89,-0.12,-0.25,,-0.16,1.45,0.08,-0.74824,0,0,0,0.72,1,1,1.81,0,-0.49
92.0,0,1,,0.0,151,0,inst_7,0.35,-0.08,1.22,1.46,1,1,0.25,-0.81,-0.15,1.0,0.07,1.39,-0.97,-4.34844,1,1,1,-0.78,0,0,0.23,1,-0.43
97.0,0,3,2.875,0.0,47,0,inst_6,0.86,0.07,0.87,1.16,1,1,1.07,1.11,-0.64,,-2.19,1.1,-0.66,-2.8975,1,1,0,-1.27,0,0,-0.26,1,-0.38
81.0,0,0,2.942,0.0,140,0,inst_2,-0.1,-1.36,-0.68,0.44,0,0,-0.31,-0.98,0.39,0.0,0.03,-1.39,0.76,1.2359200000000001,1,1,1,0.32,0,1,-2.11,0,-0.56
86.0,0,3,3.187,0.0,135,0,inst_6,-1.37,-1.41,0.01,-0.87,0,1,-0.46,2.34,-1.95,,-1.14,0.07,0.14,-0.55382,1,0,0,0.36,0,1,0.15,0,-1.53
75.0,0,5,2.8560000000000003,1.0,320,0,inst_3,1.04,-1.32,-0.33,0.49,0,1,0.04,1.42,-0.64,0.0,1.06,-0.02,1.67,3.76952,1,1,1,0.71,0,0,0.46,1,0.39
115.0,0,5,3.207,0.0,256,0,inst_4,-0.08,-1.26,-0.24,1.29,1,0,1.16,-1.49,0.27,0.0,-2.03,0.17,1.38,3.4256599999999997,0,1,1,-0.66,1,1,-0.44,0,-0.31
90.0,0,1,3.3710000000000004,0.0,259,0,inst_3,1.14,0.38,-0.53,-1.19,1,0,1.41,-0.23,-0.4,1.0,1.28,1.2,-1.32,-5.44972,0,0,1,0.11,0,0,-0.34,0,-1.1
124.0,0,1,3.165,,431,0,inst_8,-0.26,0.94,-0.27,-0.83,1,1,0.05,-0.53,-1.35,,0.97,-0.38,-0.49,-2.55085,0,1,1,-1.04,1,0,-1.78,0,0.52
89.0,0,2,0.383,,228,0,inst_6,-2.43,0.23,1.16,-0.84,1,1,0.47,-0.26,-1.16,1.0,-1.08,1.26,-1.35,-1.51705,1,0,0,0.4,1,0,-0.56,1,1.4
79.0,0,0,3.253,0.0,403,0,inst_5,-1.65,-0.09,1.54,-1.09,1,0,-1.07,-0.7,-0.47,1.0,0.46,-0.4,1.25,3.06625,1,0,0,1.89,1,0,-1.65,1,-2.03
69.0,0,2,3.035,0.0,44,0,inst_5,0.17,0.72,-0.53,0.55,0,0,-1.15,-0.91,1.25,,-0.7,-0.31,0.91,1.7618500000000004,1,0,0,0.66,1,1,0.64,0,1.46
99.0,0,2,3.188,0.0,145,0,inst_7,0.34,2.53,1.97,-1.9,1,0,-1.26,1.26,-2.06,1.0,-0.87,-0.43,0.56,0.7852800000000002,0,0,1,2.58,1,0,-0.05,0,0.29
82.0,0,1,3.103,0.0,204,0,inst_6,-0.28,-0.94,-0.98,0.5,1,1,0.29,-0.59,-1.25,1.0,1.01,1.07,-0.58,-2.7997400000000003,1,0,1,-1.85,0,0,1.05,0,-0.57
97.0,0,3,3.247,0.0,237,0,inst_5,0.77,-1.0,0.52,0.49,1,1,-0.24,0.91,-0.73,0.0,-1.29,0.52,-1.73,-6.617310000000002,1,0,0,-2.02,0,1,-1.08,1,-1.92
91.0,0,2,3.366,0.0,181,0,inst_2,0.59,0.25,-0.24,-0.33,1,1,-2.3,0.22,0.79,,-1.26,-1.3,-2.07,-7.9676199999999975,1,1,0,1.2,1,0,0.58,0,0.2
96.0,0,1,3.091,0.0,187,0,inst_3,-1.59,-0.46,1.66,-0.07,0,1,-0.26,0.69,0.89,0.0,-1.37,-0.34,1.16,2.58556,1,1,0,1.89,0,0,-1.05,0,0.18
86.0,0,4,3.31,1.0,117,0,inst_5,-1.04,-0.82,0.74,-0.08,1,0,0.53,-2.5,-0.7,0.0,1.14,-1.6,-0.52,-2.7212,1,0,0,0.24,0,1,0.58,0,-0.12
98.0,0,2,2.53,0.0,124,0,inst_4,0.19,-1.19,-1.99,-1.5,1,0,-0.96,-0.67,-1.32,,0.11,-0.08,-0.38,-1.9614,0,1,1,1.43,0,1,-0.04,0,-2.14
110.0,0,0,2.206,0.0,52,0,inst_2,-0.06,-1.31,0.02,-0.7,0,1,0.25,-1.35,1.15,1.0,-0.04,-1.27,0.36,-0.20584000000000002,0,0,0,-0.21,1,1,0.1,0,-0.2
85.0,0,1,3.434,0.0,92,0,inst_2,1.54,0.67,-1.96,-0.49,1,1,1.34,0.65,0.24,,-1.21,-0.21,-0.88,-4.02192,0,0,0,-0.62,1,0,-0.18,1,1.76
85.0,0,3,2.153,0.0,80,0,inst_4,1.12,0.8,-0.11,-0.82,1,0,-0.84,0.71,0.23,,-1.37,-0.51,0.17,-0.6339899999999999,0,0,0,0.31,1,0,-1.41,0,-1.22
92.0,0,2,3.318,0.0,58,0,inst_4,-1.19,-1.39,-0.53,1.88,0,0,0.87,0.45,-0.16,0.0,0.72,2.46,-0.8,-3.6544,0,0,1,-1.27,0,0,0.81,0,0.26
79.0,0,0,3.253,0.0,403,0,inst_5,-1.65,-0.09,1.54,-1.09,1,0,-1.07,-0.7,-0.47,1.0,0.46,-0.4,1.25,3.06625,1,0,0,1.89,1,0,-1.65,1,-2.03
111.0,0,3,2.609,0.0,73,0,inst_5,-0.37,-2.52,-0.12,1.7,0,0,0.59,-0.5,1.62,1.0,-0.01,0.34,-0.56,-2.46104,0,1,0,-0.68,0,0,-0.1,0,-0.35
100.0,0,0,3.011,0.0,223,0,inst_8,1.52,2.13,1.74,-0.39,0,1,0.13,1.98,0.45,,-0.46,0.35,0.86,1.58946,1,0,0,-0.5,0,0,0.57,1,-1.06
96.0,0,0,3.54,,331,0,inst_4,1.23,0.66,-1.38,0.55,1,0,0.02,0.24,1.19,1.0,0.1,-0.56,-0.61,-3.1594,1,1,1,-2.39,0,0,0.15,1,0.86
88.0,0,1,2.092,,291,0,inst_7,-0.13,-0.43,-1.05,-0.4,1,0,0.3,0.38,-0.23,,1.02,1.53,0.42,-0.12136000000000002,0,0,1,1.22,1,0,0.94,0,0.46
101.0,0,2,3.074,0.0,225,0,inst_5,1.51,0.94,0.61,2.06,1,0,0.47,-0.02,0.85,,-0.32,-0.04,-0.6,-2.8444,0,1,0,-0.13,0,1,-1.81,0,-1.59
102.0,0,1,3.132,0.0,16,0,,-1.14,-0.65,2.79,0.05,1,0,-0.16,1.16,0.54,,1.2,0.22,0.07,-0.78076,0,1,0,0.27,0,1,0.54,1,-0.3
94.0,0,1,3.09,0.0,210,0,inst_2,-0.38,-0.2,0.11,-1.92,1,1,-1.13,0.85,-1.63,,0.47,-1.09,-1.69,-6.2220999999999975,0,1,0,0.84,0,0,-0.72,1,-0.85
92.0,0,3,2.329,1.0,93,0,inst_4,0.36,-0.69,0.45,-1.81,1,0,-1.57,0.5,0.72,1.0,1.09,-0.4,1.23,1.8646700000000005,0,0,1,0.07,1,0,0.23,0,0.13
104.0,0,2,3.034,0.0,433,0,inst_7,-0.17,0.96,-1.96,0.87,0,1,-1.15,0.28,0.17,,-0.7,0.14,-0.23,-1.69782,1,1,0,0.86,0,1,1.12,0,0.16
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
99.0,0,1,3.695,1.0,126,0,inst_2,-0.67,0.03,-1.82,0.53,1,0,0.36,0.17,-0.37,1.0,-0.17,0.98,0.87,2.21465,0,1,0,-1.03,0,0,2.06,0,1.72
86.0,0,2,2.842,0.0,348,0,inst_1,-2.35,-0.77,0.46,-1.15,0,0,0.26,0.97,0.83,,-0.02,0.01,-0.16,-1.45472,1,1,0,-0.09,1,1,-0.92,1,-0.21
86.0,0,0,3.67,0.0,166,0,inst_4,1.25,0.87,0.49,0.27,0,1,0.78,0.48,-2.31,,-1.77,0.05,0.3,0.10099999999999998,1,1,1,2.16,0,0,-0.18,0,-1.87
79.0,0,0,3.253,0.0,403,0,inst_5,-1.65,-0.09,1.54,-1.09,1,0,-1.07,-0.7,-0.47,1.0,0.46,-0.4,1.25,3.06625,1,0,0,1.89,1,0,-1.65,1,-2.03
88.0,0,1,3.124,,70,0,inst_6,-0.01,-0.07,2.02,-1.71,1,1,1.2,-0.15,-1.45,,-0.12,-2.31,0.78,1.4367200000000002,1,0,0,-0.7,0,1,-0.98,1,1.0
99.0,0,0,3.5210000000000004,0.0,123,0,inst_4,-0.47,0.45,1.91,-0.06,1,0,1.2,0.17,-0.95,,-0.06,-0.35,-0.61,-3.1478099999999998,0,0,1,-1.47,1,0,-0.68,0,0.27
