job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,job_offered,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
97.0,0,2,3.7539999999999996,1,0.0,194,0,inst_6,0.35,-2.42,1.28,-1.28,0,0,-2.96,1.41,1.02,,-1.09,-0.38,2.0,6.507999999999999,0,1,0,-1.85,0,1,0.18,1,-1.0
118.0,0,1,3.597,1,,195,0,inst_1,-0.67,1.21,-1.35,0.28,1,1,0.51,0.33,-0.19,,-0.46,1.19,-0.83,-3.98551,0,0,1,-0.07,0,1,-2.3,1,0.71
94.0,0,4,3.322,1,0.0,6,0,inst_6,0.46,-0.15,0.96,0.73,0,1,-0.15,-1.3,1.66,0.0,1.12,-0.2,-0.41,-2.36202,1,0,1,-0.81,1,0,-0.07,1,-0.34
85.0,0,1,2.761,0,0.0,196,0,inst_6,-0.08,1.11,-1.17,0.14,0,1,0.33,0.83,0.03,1.0,-1.07,1.03,-0.02,-1.05522,1,1,1,0.35,0,1,-0.75,0,0.09
107.0,0,2,3.7739999999999996,1,,197,0,inst_4,-0.88,-0.36,-0.14,0.17,0,1,0.73,1.05,-0.61,,-1.67,1.07,-1.75,-7.6045,0,1,1,-0.86,1,0,0.06,1,-1.21
84.0,0,1,1.892,1,1.0,17,0,inst_4,1.34,1.14,-0.81,-1.09,0,0,0.51,-0.96,0.17,1.0,1.78,-1.15,-0.53,-2.0027600000000003,1,0,1,-0.08,0,1,1.25,0,-0.62
81.0,0,4,2.412,1,0.0,150,0,inst_6,-1.04,2.35,-0.37,-0.19,0,0,0.48,-1.01,0.41,,1.66,-0.05,0.91,1.1949200000000002,0,1,0,-0.93,0,1,0.73,0,-0.33
106.0,0,3,3.266,1,0.0,198,0,inst_8,0.38,0.09,-0.91,0.36,1,0,1.13,-0.11,-1.47,0.0,0.08,0.49,2.04,5.6626400000000015,1,0,0,-0.7,1,1,0.96,0,0.43
106.0,0,1,3.3369999999999997,1,0.0,199,0,inst_3,-0.35,-0.8,-0.13,0.62,1,0,1.4,1.13,0.35,,0.55,-0.18,-0.66,-3.20242,1,1,1,-0.87,0,1,-0.35,1,-0.51
89.0,0,2,3.5810000000000004,1,1.0,137,1,inst_3,0.09,-0.7,0.39,0.28,1,1,0.82,0.81,-1.15,,0.83,-2.59,2.56,8.16736,1,0,0,-1.26,0,0,3.28,0,-1.88
106.0,1,3,2.86,1,0.0,200,0,inst_7,-0.18,0.3,-0.57,-0.56,0,1,0.41,-0.09,1.04,,1.03,-0.55,-1.77,-6.0622,1,0,0,0.51,0,0,-0.46,0,-0.37
107.0,0,2,3.1660000000000004,0,0.0,84,0,inst_6,0.5,0.01,0.3,1.09,0,0,-0.87,2.23,-0.21,,1.39,0.05,-0.44,-2.39304,0,0,0,1.58,1,0,-0.16,0,-0.35
101.0,0,0,2.176,1,0.0,201,0,inst_2,-1.94,-0.8,0.25,-0.08,1,1,-0.51,-0.18,0.7,,-0.43,0.23,-0.06,-1.13056,0,1,1,-0.75,0,1,0.53,0,-0.17
104.0,0,1,3.492,1,0.0,202,0,inst_3,-2.03,0.11,0.1,0.03,0,0,-0.48,0.48,0.56,1.0,-0.42,0.38,-0.62,-3.1650400000000003,1,1,1,2.2,0,1,-0.8,0,-1.84
109.0,0,2,2.886,1,0.0,148,0,inst_2,0.36,-0.82,-0.23,1.29,1,1,0.05,-1.42,-0.96,,-0.36,-0.2,0.96,1.77056,0,1,1,-0.23,1,0,-0.79,0,0.05
102.0,0,2,3.219,1,0.0,203,0,inst_2,-1.27,-0.16,1.54,-1.59,0,1,-0.45,0.49,1.78,,0.94,1.42,-0.35,-2.12665,0,0,1,0.4,1,1,-0.15,1,-0.33
94.0,0,0,3.5469999999999997,1,1.0,19,0,inst_4,1.12,-1.03,0.06,-0.42,0,0,0.4,-0.26,0.44,,0.04,-2.41,-0.78,-3.76666,1,0,1,-0.11,1,0,0.03,0,-1.62
96.0,0,3,1.6130000000000002,1,0.0,204,0,inst_2,0.48,0.69,-1.16,0.47,1,1,-1.01,-0.55,0.08,,0.59,-0.62,-1.28,-3.0646400000000003,0,1,1,-0.74,0,1,0.96,0,0.14
109.0,1,2,3.051,1,1.0,169,0,inst_9,0.19,-0.65,1.55,-0.05,0,0,1.78,-0.55,-2.13,,0.63,0.45,0.3,-0.0847,0,0,1,1.99,1,1,0.45,1,-0.98
109.0,0,3,2.838,1,0.0,77,0,inst_4,-0.93,0.01,0.85,-0.54,0,1,-0.52,-0.61,0.4,,-0.2,-1.17,-1.81,-6.13678,1,0,1,0.64,1,1,0.19,1,0.74
122.0,0,0,3.615,1,0.0,28,0,inst_5,0.71,1.16,1.27,-0.68,0,1,0.54,2.12,-1.44,,0.18,-1.24,-0.23,-1.83145,1,0,0,-0.17,0,0,-0.52,1,-1.49
114.0,0,2,3.505,1,1.0,205,0,,0.6,0.56,-1.17,0.86,1,0,-0.27,1.12,0.86,,-0.27,0.55,0.24,-0.15880000000000005,0,0,1,-0.57,0,1,0.37,0,0.2
95.0,0,0,3.158,1,0.0,206,0,inst_8,0.37,0.51,-1.21,0.22,1,0,0.07,0.18,-0.54,0.0,1.67,1.12,1.68,4.30544,0,1,0,1.0,0,1,0.06,1,1.42
95.0,0,1,3.455,1,0.0,207,0,inst_5,1.14,0.82,0.08,0.0,0,1,0.18,0.65,-2.38,,-0.26,-0.68,0.29,0.0019499999999998965,1,1,0,-0.48,1,1,-0.43,1,-1.37
104.0,0,1,2.85,1,0.0,47,0,inst_3,0.2,-0.64,0.06,-0.28,0,1,0.71,-0.79,-1.13,,-0.25,-0.57,1.69,3.8165,0,0,0,-0.37,0,0,1.88,1,-0.16
91.0,0,0,2.9560000000000004,1,,121,0,inst_5,2.07,-0.43,0.27,0.22,0,0,0.52,0.0,0.37,,0.05,-2.4,0.14,-0.58616,1,0,1,-1.03,1,0,1.02,1,-0.72
116.0,0,0,3.525,1,0.0,43,0,inst_5,-1.32,0.03,1.27,1.53,0,0,0.84,1.58,0.34,,0.17,-0.38,1.0,2.525,0,0,0,-0.32,1,1,-0.66,1,0.1
93.0,0,2,3.1,1,0.0,164,0,inst_8,-2.98,-1.04,-1.44,0.31,0,0,0.18,0.9,0.89,0.0,0.54,-0.74,0.15,-0.535,1,0,0,0.18,1,0,-1.21,1,1.84
108.0,0,3,3.199,1,0.0,29,0,inst_6,-0.55,0.26,0.65,-0.94,1,0,0.37,0.08,0.24,1.0,-1.06,-0.85,-0.45,-2.43955,1,0,0,1.28,0,0,0.08,0,-0.15
91.0,0,1,3.28,1,1.0,65,0,inst_1,-1.6,-0.09,-0.07,3.62,1,1,-0.07,1.05,-0.26,0.0,-0.23,-1.25,-0.48,-2.5744,0,0,0,0.52,0,1,-0.75,0,0.75
94.0,0,1,3.638,1,0.0,208,0,inst_7,-1.07,-0.75,-1.9,0.17,1,1,-0.37,-0.43,1.04,,-0.85,-1.0,0.13,-0.5270600000000001,0,1,0,-0.98,0,0,0.72,0,0.91
80.0,0,5,3.543,0,1.0,209,0,,-0.25,-0.81,1.63,-1.41,1,0,0.79,0.25,-0.34,,1.07,0.02,1.94,5.873419999999999,0,0,0,2.26,0,0,-0.26,0,1.19
94.0,0,1,3.09,0,0.0,210,0,inst_2,-0.38,-0.2,0.11,-1.92,1,1,-1.13,0.85,-1.63,,0.47,-1.09,-1.69,-6.222099999999998,0,1,0,0.84,0,0,-0.72,1,-0.85
102.0,0,2,2.541,1,1.0,144,0,inst_6,-1.06,1.29,2.87,-1.8,1,0,-0.71,0.81,-0.16,,1.73,1.07,0.0,-1.0,0,0,1,-0.35,0,0,0.68,1,-1.59
105.0,0,1,3.5860000000000003,1,1.0,211,0,inst_6,0.57,1.04,-1.27,-1.69,1,0,-1.58,-0.6,-0.04,,0.64,0.5,-0.4,-2.4344,1,0,0,1.44,0,0,0.24,1,0.01
89.0,0,3,2.364,1,0.0,158,0,inst_9,0.47,-0.81,0.88,0.19,1,0,1.81,-0.75,-1.31,1.0,-2.68,-0.88,-0.3,-1.7092,0,1,0,-0.13,0,0,0.02,1,-0.7
82.0,0,1,3.1060000000000003,0,0.0,212,0,inst_4,1.37,0.11,-0.74,-0.91,0,0,0.5,0.2,0.03,,-0.3,0.57,1.2,2.7272,0,0,0,-2.18,0,1,-0.06,1,-0.57
92.0,0,1,3.6710000000000003,0,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
93.0,0,1,3.0260000000000002,1,0.0,35,0,,-0.34,0.19,0.45,0.9,0,1,-1.04,1.51,-0.38,0.0,0.26,-0.51,0.38,0.14987999999999999,1,0,1,-0.19,1,1,-0.0,1,0.06
120.0,1,3,2.6439999999999997,1,0.0,197,0,inst_3,0.5,-0.88,1.32,-0.17,0,0,-0.07,0.41,-0.25,,-0.45,-0.49,0.5,0.3220000000000001,0,1,0,-0.54,0,0,-0.34,1,0.88
112.0,0,0,3.06,1,0.0,213,0,inst_3,1.21,-0.19,0.19,0.25,0,0,-0.69,-0.78,-0.88,0.0,-0.81,0.96,1.66,4.0796,1,1,0,-0.49,0,1,-1.15,1,-0.17
91.0,1,3,1.013,1,0.0,214,0,inst_6,0.54,-0.74,1.45,0.47,0,1,1.81,1.92,-0.79,,-0.67,-1.58,-0.01,-1.01013,0,0,1,1.84,1,1,-1.52,0,-0.62
69.0,0,2,3.035,0,0.0,44,0,inst_5,0.17,0.72,-0.53,0.55,0,0,-1.15,-0.91,1.25,,-0.7,-0.31,0.91,1.7618500000000004,1,0,0,0.66,1,1,0.64,0,1.46
96.0,0,2,2.639,1,1.0,83,0,inst_7,-1.26,1.83,0.16,0.55,0,1,-0.48,-0.58,-0.13,1.0,1.28,0.41,-1.75,-5.61825,0,0,1,-0.1,0,0,-0.86,1,0.28
95.0,0,0,3.196,1,1.0,215,0,inst_6,-1.91,2.18,-0.24,1.55,1,0,0.27,1.16,-0.54,1.0,1.14,-1.51,-1.11,-4.547560000000002,0,1,1,1.41,1,1,-0.01,1,-0.8
68.0,0,4,2.569,0,,216,0,inst_4,1.1,0.98,0.76,-1.2,1,1,-0.25,-0.51,2.03,0.0,0.98,-0.35,-1.11,-3.85159,0,1,0,-0.97,1,1,0.68,1,1.36
88.0,0,0,3.9,1,0.0,63,0,inst_2,-0.11,0.03,-0.39,1.05,0,0,-1.39,0.18,0.58,,0.82,-0.07,-1.38,-6.382000000000001,1,1,0,0.7,0,0,-0.63,1,0.75
103.0,0,2,3.55,1,1.0,217,0,inst_2,0.74,1.66,1.67,0.67,1,0,-1.08,0.37,-0.17,,-0.69,0.96,-0.73,-3.5915,1,0,0,-0.21,0,0,-0.6,0,0.64
86.0,0,0,,1,,218,0,inst_3,-0.16,0.79,-0.53,-0.16,0,1,0.4,1.35,-0.26,,-1.86,0.18,0.11,-0.6295200000000001,0,0,1,-0.09,1,1,-1.21,0,-0.58
83.0,0,3,2.915,1,,211,0,inst_2,-0.74,0.27,-0.85,-0.78,0,0,0.29,-1.22,0.38,,-0.09,0.45,0.86,1.5069,0,1,1,1.06,1,0,-0.17,1,0.32
82.0,0,1,3.103,1,0.0,204,0,inst_6,-0.28,-0.94,-0.98,0.5,1,1,0.29,-0.59,-1.25,1.0,1.01,1.07,-0.58,-2.7997400000000003,1,0,1,-1.85,0,0,1.05,0,-0.57
100.0,0,2,2.481,1,0.0,218,0,inst_5,0.93,-0.67,-1.49,0.79,1,0,-1.28,0.62,-0.63,,0.8,-1.15,-0.74,-2.8359400000000003,1,0,1,-1.05,0,0,-0.02,1,-1.1
100.0,0,1,3.0060000000000002,1,0.0,144,1,inst_4,1.1,0.55,-0.6,-0.09,1,0,0.37,-0.62,1.1,,0.76,-0.27,1.54,3.62924,1,1,1,0.17,1,0,1.78,1,-1.56
85.0,0,2,3.092,1,0.0,123,0,inst_3,0.4,0.56,0.79,-0.19,1,1,0.24,0.82,-0.66,,-1.04,-0.55,-1.03,-4.184760000000002,1,1,0,1.24,0,1,0.51,0,0.76
94.0,0,0,3.2710000000000004,1,0.0,77,0,inst_4,-0.42,0.82,0.87,-0.02,0,0,-1.21,-1.0,1.6,,0.73,1.6,-1.07,-4.499969999999999,1,1,0,0.18,0,1,1.07,0,1.48
116.0,0,3,3.116,1,0.0,7,0,inst_5,0.4,-0.26,1.88,0.26,1,1,-0.35,0.49,-0.74,,-0.17,-2.05,-0.0,-1.0,1,1,1,-0.56,1,0,-1.46,1,-2.01
87.0,0,1,2.687,1,1.0,219,0,inst_7,-0.64,-0.83,-0.71,-0.27,0,0,-1.71,-1.5,0.74,0.0,0.16,0.09,0.08,-0.78504,0,0,1,-0.67,0,0,-0.12,0,-0.66
118.0,0,3,2.7430000000000003,1,0.0,220,0,inst_4,0.17,0.23,-1.0,-1.97,0,0,-0.34,0.34,-0.06,,1.89,0.18,0.65,0.78295,0,0,1,-2.19,0,0,-1.73,1,0.19
58.0,0,2,2.6489999999999996,0,0.0,186,0,inst_4,1.63,-0.87,-1.59,-1.91,1,1,-1.18,-1.22,0.14,,-0.69,0.88,-0.11,-1.29139,1,0,0,-0.4,0,1,-1.39,0,0.45
90.0,0,3,3.315,1,0.0,221,0,inst_3,1.36,0.81,-1.27,-1.44,0,1,1.56,-2.38,-1.6,,0.2,1.43,-0.67,-3.22105,1,1,0,0.42,0,1,-1.13,1,-0.15
103.0,0,0,3.495,1,0.0,180,0,inst_2,1.59,2.18,-1.81,1.81,0,1,-1.06,0.1,1.15,0.0,-0.49,-0.83,1.21,3.22895,1,0,1,-0.56,0,1,0.64,0,0.95
95.0,0,2,3.411,1,1.0,222,0,inst_4,-0.93,1.17,0.15,0.2,0,0,0.04,-0.34,0.03,,-0.2,-0.24,-0.75,-3.55825,1,0,1,-0.35,0,0,-0.78,1,0.51
100.0,0,0,3.011,1,0.0,223,0,inst_8,1.52,2.13,1.74,-0.39,0,1,0.13,1.98,0.45,,-0.46,0.35,0.86,1.58946,1,0,0,-0.5,0,0,0.57,1,-1.06
94.0,0,2,1.963,1,0.0,224,0,inst_2,0.22,-0.61,0.05,-0.6,0,0,-0.35,-0.96,0.2,,0.27,0.29,0.4,-0.21479999999999988,0,0,1,-0.27,0,1,-0.92,1,-1.09
101.0,0,2,3.074,1,0.0,225,0,inst_5,1.51,0.94,0.61,2.06,1,0,0.47,-0.02,0.85,,-0.32,-0.04,-0.6,-2.8444,0,1,0,-0.13,0,1,-1.81,0,-1.59
103.0,0,0,2.927,1,0.0,226,0,inst_6,0.94,2.08,0.69,-0.34,1,0,-0.79,-1.2,2.06,,0.19,0.05,-1.05,-4.07335,0,1,0,0.47,0,0,-1.39,0,-1.1
110.0,0,0,3.765,1,0.0,227,0,inst_7,1.76,-0.91,0.53,-0.03,1,1,1.55,0.28,0.24,0.0,-0.46,-1.89,0.01,-0.96235,0,1,1,-0.09,0,0,-1.13,0,-0.15
89.0,0,2,0.38299999999999995,1,,228,0,inst_6,-2.43,0.23,1.16,-0.84,1,1,0.47,-0.26,-1.16,1.0,-1.08,1.26,-1.35,-1.51705,1,0,0,0.4,1,0,-0.56,1,1.4
113.0,0,0,3.6260000000000003,1,0.0,229,0,inst_3,1.07,-0.76,0.8,0.94,1,0,0.51,0.36,-1.44,0.0,-0.34,0.09,-1.23,-5.459980000000001,1,0,1,0.93,1,0,0.07,0,-0.58
103.0,0,4,1.72,1,,201,0,inst_4,-2.51,-0.52,-0.63,-0.85,0,1,0.3,-1.29,-0.18,,-0.87,0.49,-0.72,-2.2384,1,1,1,0.22,0,1,0.6,1,-1.22
107.0,0,2,3.444,1,0.0,230,0,inst_4,-0.22,-0.63,0.63,-0.39,0,0,-1.38,-0.22,0.05,0.0,0.35,-0.01,2.3,6.921199999999999,0,0,0,-0.61,0,0,0.49,1,1.52
96.0,0,1,2.5869999999999997,1,0.0,231,0,inst_1,-0.93,0.14,0.92,-0.59,1,0,0.18,-0.14,1.28,,-1.23,-0.53,1.07,1.7680900000000004,1,0,0,-1.06,1,0,1.2,0,-0.17
94.0,0,1,2.698,1,0.0,232,0,inst_5,0.34,0.15,-0.58,-0.11,1,1,-0.08,0.62,-0.95,1.0,-0.63,1.0,0.51,0.37598000000000004,0,0,1,-0.01,1,0,-0.55,0,0.53
89.0,0,0,3.1689999999999996,1,1.0,233,0,inst_2,-1.04,-0.2,1.42,0.1,1,1,0.39,0.52,-0.65,0.0,-2.6,1.05,0.25,-0.20775,0,0,0,-0.46,0,1,-0.32,1,-2.45
99.0,0,1,3.281,1,0.0,234,0,inst_7,0.97,-0.69,0.65,0.54,1,0,1.08,0.57,2.33,,1.55,0.06,-0.89,-3.92009,0,1,1,-1.22,1,0,0.19,1,0.86
89.0,0,0,3.577,1,1.0,235,0,inst_9,0.79,0.27,-0.06,0.63,0,1,0.47,0.23,1.12,,-2.1,-0.58,0.06,-0.78538,0,0,0,-0.46,1,1,0.66,0,0.53
93.0,0,2,3.228,1,0.0,236,0,inst_4,0.3,0.7,1.19,-0.14,1,1,0.37,-0.24,0.13,1.0,-0.07,-0.33,0.68,1.1950399999999999,1,0,1,0.41,1,1,-0.14,1,1.05
107.0,0,0,2.467,1,1.0,211,0,inst_1,-0.29,0.61,-0.53,0.48,0,0,-0.54,1.14,0.79,,0.23,-1.5,0.44,0.08548,0,1,0,0.44,0,1,0.68,0,-0.8
79.0,0,0,2.997,1,0.0,196,0,inst_4,-0.54,-0.05,-0.75,-3.01,0,1,0.78,0.45,-0.12,1.0,-1.25,0.87,0.65,0.94805,1,1,1,-0.46,1,0,0.66,1,-0.76
98.0,0,1,3.5589999999999997,1,1.0,7,0,inst_8,1.27,-1.3,-0.25,-1.5,1,0,0.07,-0.03,0.69,0.0,0.15,1.29,2.41,7.5771900000000025,1,1,1,-0.26,0,0,-0.04,1,-0.9
82.0,0,4,2.417,1,0.0,237,0,inst_4,-1.32,-0.95,-0.18,0.22,0,0,-1.64,-0.38,2.4,1.0,0.66,0.26,1.64,2.96388,1,0,0,0.58,1,0,1.27,1,2.23
103.0,0,0,3.654,1,0.0,238,0,inst_6,-0.78,0.32,0.99,-1.23,0,0,0.76,-0.12,-0.44,,0.35,-0.81,1.0,2.654,1,1,0,1.03,0,0,1.42,0,0.58
96.0,0,1,3.091,0,0.0,187,0,inst_3,-1.59,-0.46,1.66,-0.07,0,1,-0.26,0.69,0.89,0.0,-1.37,-0.34,1.16,2.5855599999999996,1,1,0,1.89,0,0,-1.05,0,0.18
95.0,0,2,3.5610000000000004,1,,239,0,inst_4,2.11,0.22,0.42,0.19,1,1,0.35,0.69,1.0,,-1.03,1.84,-0.99,-4.52539,1,1,0,0.21,0,0,-0.69,1,0.12
106.0,0,2,3.525,1,0.0,240,0,inst_7,-2.14,-1.82,0.12,-1.6,0,1,-0.15,0.94,0.35,,1.32,0.1,-0.69,-3.43225,0,1,1,0.6,1,1,-0.22,0,0.4
111.0,0,2,2.4859999999999998,1,0.0,241,0,inst_6,0.59,-0.84,-0.24,-0.84,1,1,1.45,0.74,-0.08,,-3.21,-1.12,-0.6,-2.4916,0,0,1,-0.65,0,1,0.6,1,0.24
86.0,0,1,3.408,1,0.0,242,0,inst_5,-1.79,0.2,0.1,1.19,1,1,-0.9,1.19,2.77,1.0,0.92,0.97,0.6,1.0448,0,0,1,1.79,1,1,0.53,1,0.48
88.0,0,0,3.733,1,0.0,40,0,inst_2,-0.66,0.15,-0.67,0.86,0,1,-0.73,1.38,0.69,,0.97,-0.58,1.32,3.9275600000000006,0,1,1,0.51,1,0,0.78,0,-0.65
117.0,0,1,3.438,1,1.0,243,0,inst_8,-0.37,-0.03,-0.84,0.64,1,1,1.13,-1.32,0.13,0.0,0.69,0.58,2.06,6.082280000000001,0,0,0,1.47,1,1,-0.16,1,-1.14
116.0,0,3,2.742,1,0.0,225,0,inst_8,0.46,0.38,0.32,-1.07,0,1,-0.04,-0.73,-0.18,,0.64,-0.17,0.88,1.41296,0,1,1,0.3,1,1,-0.51,0,1.07
98.0,0,1,3.5069999999999997,0,0.0,244,0,inst_4,-0.49,0.56,-0.23,1.42,0,0,-2.13,1.11,0.21,,0.2,0.65,1.28,3.4889600000000005,0,1,1,1.4,0,0,2.09,0,-0.66
99.0,0,2,2.366,1,,245,1,inst_1,0.46,0.86,1.31,-1.88,0,1,-2.0,-0.57,-0.06,,1.23,0.25,0.44,0.041039999999999965,0,0,0,-1.44,0,1,0.96,0,-2.76
97.0,0,3,,1,1.0,180,0,inst_2,-0.03,0.2,0.48,1.01,0,1,-2.09,0.41,0.08,1.0,0.61,-0.52,-0.26,-1.6619599999999999,1,0,1,-0.56,1,1,-0.33,1,-0.19
117.0,0,1,3.1639999999999997,1,0.0,220,0,inst_2,0.13,1.11,-0.79,0.44,0,0,0.01,-0.59,0.91,,0.57,-0.48,0.21,-0.33556,1,1,0,-0.31,0,1,1.09,0,0.52
94.0,0,0,2.403,1,1.0,4,0,inst_5,-0.53,-0.08,-2.46,1.42,0,1,1.11,0.36,-0.91,0.0,-1.87,0.03,0.42,0.009260000000000046,1,1,1,1.07,0,1,1.26,1,-0.48
108.0,0,4,1.663,1,,102,0,inst_5,0.36,0.39,-0.3,0.14,1,1,1.14,-0.23,1.39,0.0,1.18,-1.49,-1.37,-3.2783100000000003,1,0,1,1.9,0,0,-0.07,1,0.33
86.0,0,0,3.8310000000000004,1,0.0,246,0,inst_2,0.61,-0.19,0.4,-0.01,0,1,-0.61,-0.84,0.58,,-0.95,1.0,1.08,3.13748,0,1,1,-1.5,1,0,-0.67,1,-1.34
99.0,0,3,2.418,1,0.0,247,0,inst_2,2.15,-0.02,-1.27,-1.8,0,1,-0.82,0.18,-0.2,0.0,0.12,1.34,1.49,2.6028200000000004,1,1,0,0.93,0,0,-1.06,0,1.04
100.0,0,0,2.845,1,1.0,248,0,,-0.14,-0.84,-1.57,-0.68,1,0,0.17,-1.34,-1.19,0.0,1.9,0.65,-1.03,-3.93035,1,0,1,0.08,0,0,-0.06,1,0.19
115.0,0,3,3.3510000000000004,1,0.0,249,0,inst_2,1.83,-0.15,0.79,1.31,0,0,-0.28,0.87,-0.02,1.0,-0.6,1.87,-1.03,-4.45153,0,0,1,-1.61,1,1,-0.23,0,-0.18
92.0,0,1,2.8080000000000003,1,,250,0,inst_4,-0.19,1.04,-0.51,0.65,0,1,0.75,0.52,0.18,,-1.34,1.85,1.3,2.6504,0,1,1,-1.59,0,0,0.81,0,-0.61
85.0,0,1,2.9819999999999998,0,0.0,251,0,inst_9,-1.82,-0.25,-0.18,-0.59,0,1,1.72,-1.0,-0.41,,-1.49,1.11,1.34,2.9958800000000005,0,1,0,-1.37,0,0,0.1,0,-0.51
92.0,0,1,,1,0.0,151,0,inst_7,0.35,-0.08,1.22,1.46,1,1,0.25,-0.81,-0.15,1.0,0.07,1.39,-0.97,-4.34844,1,1,1,-0.78,0,0,0.23,1,-0.43
95.0,0,2,2.097,1,0.0,252,0,,0.53,-0.66,-0.18,-0.15,0,1,-3.02,1.48,-0.73,,0.49,0.76,-0.48,-2.00656,0,1,1,-0.48,1,0,0.94,1,-1.28
90.0,0,1,3.1289999999999996,1,0.0,253,0,inst_9,0.04,-0.57,0.19,-0.28,0,0,1.16,0.74,-0.75,,0.73,-0.51,-0.23,-1.71967,1,0,1,1.03,0,0,0.68,1,1.44
113.0,0,1,2.39,1,0.0,254,0,inst_9,-0.24,0.86,0.72,-0.53,1,0,0.35,-0.64,0.26,,0.25,0.36,-2.12,-6.0668000000000015,0,0,1,0.58,0,0,0.07,0,-0.03
85.0,1,1,3.3169999999999997,1,0.0,255,0,inst_3,1.17,-1.25,0.01,-0.22,0,1,-0.88,-0.03,-1.45,1.0,-1.53,-0.38,-1.08,-4.5823599999999995,0,1,0,1.05,1,1,0.1,0,0.56
91.0,0,1,3.76,1,0.0,256,0,inst_7,-0.24,-0.25,-0.12,-1.58,0,1,0.73,-0.21,0.32,0.0,1.59,0.53,-1.64,-7.1663999999999985,1,0,0,-1.83,0,0,0.39,0,2.68
116.0,0,0,3.071,1,,257,0,inst_7,-1.08,0.17,0.59,-0.0,0,0,0.42,1.0,0.9,,-0.15,-1.74,0.32,-0.017279999999999962,1,0,1,-0.46,1,0,-0.46,0,-0.97
110.0,0,0,3.312,1,0.0,258,0,inst_2,0.23,0.53,-0.64,0.65,1,0,0.83,0.09,-0.24,1.0,-0.44,-0.21,-1.87,-7.19344,0,1,0,-0.68,1,0,0.75,0,-0.4
92.0,0,1,3.6689999999999996,1,0.0,259,0,inst_4,-0.94,-0.2,0.38,0.43,0,1,-1.52,-1.8,0.88,0.0,0.03,-2.04,-0.74,-3.71506,1,0,0,-0.59,0,0,0.67,0,-2.21
87.0,0,0,3.772,1,,92,0,inst_1,0.89,1.67,-2.03,0.85,0,1,-0.66,1.75,0.49,1.0,0.89,-0.64,0.19,-0.28331999999999996,0,0,1,-1.04,1,1,2.54,1,0.15
89.0,0,2,2.84,1,0.0,260,0,inst_7,0.56,-2.14,0.08,-0.21,0,1,0.74,-0.04,-0.1,0.0,-0.13,-1.88,0.62,0.7607999999999999,0,0,1,-0.08,1,1,1.05,1,-0.33
78.0,0,2,2.315,1,0.0,261,0,inst_2,1.55,0.8,-1.47,1.26,0,1,-0.12,0.0,0.48,1.0,-0.48,-0.11,-0.57,-2.31955,0,1,1,1.27,0,0,2.0,1,-1.21
95.0,0,4,2.19,1,0.0,57,0,inst_2,-0.59,-0.91,-1.41,0.19,1,1,-0.43,0.76,-0.02,1.0,0.44,-0.72,-0.71,-2.5549,1,1,0,-1.12,0,1,1.26,0,1.68
97.0,0,1,2.895,1,0.0,12,0,inst_5,-1.89,0.84,-0.21,-0.56,0,1,0.1,-1.25,0.48,,-0.75,0.7,0.52,0.5054000000000001,0,0,0,-0.39,0,1,-1.56,1,0.3
98.0,0,2,3.199,1,0.0,222,0,inst_8,1.6,1.67,0.84,0.16,0,1,-0.04,0.35,1.19,1.0,0.38,1.02,-0.15,-1.47985,0,1,1,0.44,0,1,1.93,1,-0.45
97.0,0,1,3.102,1,1.0,41,0,inst_4,1.43,-0.22,-0.98,1.2,0,1,0.56,0.22,1.3,1.0,-0.73,1.12,0.16,-0.50368,1,0,0,-1.09,0,0,0.55,1,-1.11
111.0,0,3,3.179,1,1.0,262,0,inst_8,0.62,1.12,0.64,-0.06,1,0,-0.8,-0.68,-0.53,0.0,0.63,-0.98,-1.11,-4.52869,1,0,0,1.6,0,0,0.92,1,-0.59
92.0,0,6,2.714,1,0.0,263,0,inst_5,-0.05,-1.77,0.21,0.61,1,1,0.51,-0.6,0.24,,2.26,-1.31,0.66,0.7912400000000002,1,0,0,-1.19,1,1,0.86,1,1.11
95.0,0,2,3.42,1,0.0,32,0,inst_7,0.61,-2.11,-0.44,-1.42,0,0,0.58,-0.78,-0.26,,-0.09,0.39,0.05,-0.8290000000000001,1,1,1,-0.37,0,1,-0.43,0,0.16
115.0,0,0,3.6689999999999996,1,1.0,264,0,inst_5,-1.21,-0.74,-0.43,0.92,1,1,-1.0,-0.01,1.01,1.0,-0.79,-4.0,-0.06,-1.22014,0,0,0,0.56,0,1,0.12,1,-0.18
102.0,0,0,3.305,1,0.0,265,0,inst_2,1.96,-0.84,0.0,-0.38,0,0,0.14,-1.36,-0.0,,0.41,1.33,0.81,1.6770500000000004,1,0,1,1.23,1,1,-1.91,0,-0.89
